Kanji°,WaniKani Level°,JLPT°,Joyo Grade¤,Main Freq Rank°,Main Freq Group°,Wiki Freq (2023)†,News Freq (2023)†
庶,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1558,Freq::F4,1695,2427
肌,WaniKani::L45,JLPT::N2,JoyoGrade::XX,1559,Freq::F4,1801,2160
稚,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1560,Freq::F4,1412,1658
靴,WaniKani::L27,JLPT::N3,JoyoGrade::XX,1561,Freq::F4,1821,1692
菅,WaniKani::L58,JLPT::XX,JoyoGrade::XX,1562,Freq::F4,1379,1255
滋,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1563,Freq::F4,1400,1079
幻,WaniKani::L17,JLPT::N1,JoyoGrade::XX,1564,Freq::F4,1236,1894
煮,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1565,Freq::F4,1951,2258
姫,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1566,Freq::F4,900,1201
誓,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1567,Freq::F4,1650,1443
耕,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1568,Freq::F4,1485,1715
把,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1569,Freq::F4,1962,1421
践,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1570,Freq::F4,1672,2069
呈,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1571,Freq::F4,1748,1536
疎,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1572,Freq::F4,1778,2017
仰,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1573,Freq::F4,1394,1497
鈍,WaniKani::L46,JLPT::N2,JoyoGrade::XX,1574,Freq::F4,2167,2056
恥,WaniKani::L35,JLPT::N3,JoyoGrade::XX,1575,Freq::F4,1936,1994
剛,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1576,Freq::F4,1249,1314
疾,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1577,Freq::F4,1518,1476
征,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1578,Freq::F4,1185,1516
砕,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1579,Freq::F4,1826,1790
謡,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1580,Freq::F4,1529,1871
嫁,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1581,Freq::F4,1558,2873
謙,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1582,Freq::F4,1585,1525
后,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1583,Freq::F4,1566,1923
嘆,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1584,Freq::F4,1969,1989
俣,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1585,Freq::F4,1719,1596
菌,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1586,Freq::F4,1247,1603
鎌,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1587,Freq::F4,1296,1549
巣,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1588,Freq::F4,1440,1788
泥,WaniKani::L31,JLPT::N2,JoyoGrade::XX,1589,Freq::F4,1693,1601
頻,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1590,Freq::F4,1547,1714
琴,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1591,Freq::F4,1431,1048
班,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1592,Freq::F4,1593,1854
淵,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1593,Freq::F4,1715,1573
棚,WaniKani::L23,JLPT::N1,JoyoGrade::XX,1594,Freq::F4,1769,1752
潔,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1595,Freq::F4,1850,1759
酷,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1596,Freq::F4,1592,1674
宰,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1597,Freq::F4,1574,1906
廊,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1598,Freq::F4,1817,1931
寂,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1599,Freq::F4,2113,1916
辰,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1600,Freq::F4,1460,1713
隅,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1601,Freq::F4,1745,1990
偶,WaniKani::L50,JLPT::N3,JoyoGrade::XX,1602,Freq::F4,1532,1888
霞,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1603,Freq::F4,1799,2057
伏,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1604,Freq::F4,1221,1389
灯,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1605,Freq::F4,1274,1430
柏,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1606,Freq::F4,1385,1204
辛,WaniKani::L09,JLPT::N2,JoyoGrade::XX,1607,Freq::F4,1616,1672
磨,WaniKani::L45,JLPT::N2,JoyoGrade::XX,1608,Freq::F4,1435,1541
碁,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1609,Freq::F4,1716,2065
俗,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1610,Freq::F4,1356,1518
漠,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1611,Freq::F4,1865,1956
邪,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1612,Freq::F4,1526,1877
晶,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1613,Freq::F4,1360,1773
辻,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1614,Freq::F4,1519,1445
麦,WaniKani::L05,JLPT::N2,JoyoGrade::XX,1615,Freq::F4,1630,1738
墨,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1616,Freq::F4,1805,1719
鎮,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1617,Freq::F4,1109,1471
洞,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1618,Freq::F4,1291,1727
履,WaniKani::L19,JLPT::N1,JoyoGrade::XX,1619,Freq::F4,1639,1291
劣,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1620,Freq::F4,1598,1753
那,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1621,Freq::F4,1000,1027
殴,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1622,Freq::F4,1870,1250
娠,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1623,Freq::F4,1825,1490
奉,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1624,Freq::F4,1207,1870
憂,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1625,Freq::F4,1964,1837
朴,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1626,Freq::F4,1985,1623
亭,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1627,Freq::F4,1401,1498
姓,WaniKani::L36,JLPT::N2,JoyoGrade::XX,1628,Freq::F4,1196,2060
淳,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1629,Freq::F4,1390,1533
荻,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1630,Freq::F4,1857,1970
筒,WaniKani::L43,JLPT::N2,JoyoGrade::XX,1631,Freq::F4,1370,1641
鼻,WaniKani::L17,JLPT::N2,JoyoGrade::XX,1632,Freq::F4,1603,1845
嶋,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1633,Freq::F4,1340,1221
怪,WaniKani::L26,JLPT::N1,JoyoGrade::XX,1634,Freq::F4,878,1256
粒,WaniKani::L44,JLPT::N2,JoyoGrade::XX,1635,Freq::F4,1573,1501
詞,WaniKani::L19,JLPT::N2,JoyoGrade::XX,1636,Freq::F4,446,1568
鳩,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1637,Freq::F4,1855,1325
柴,WaniKani::L56,JLPT::XX,JoyoGrade::XX,1638,Freq::F4,1393,1737
偉,WaniKani::L51,JLPT::N3,JoyoGrade::XX,1639,Freq::F4,1740,1412
酔,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1640,Freq::F4,1723,1709
惜,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1641,Freq::F4,2089,1433
穫,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1642,Freq::F4,2136,1972
佳,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1643,Freq::F4,1199,1422
潤,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1644,Freq::F4,1557,1643
悼,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1645,Freq::F4,1927,1273
乏,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1646,Freq::F4,1873,2105
胃,WaniKani::L27,JLPT::N2,JoyoGrade::XX,1647,Freq::F4,2031,1470
該,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1648,Freq::F4,1347,1041
赴,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1649,Freq::F4,1635,2375
桑,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1650,Freq::F4,1367,1679
桂,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1651,Freq::F4,1416,1496
髄,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1652,Freq::F4,1786,1768
虎,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1653,Freq::F4,1377,2196
盆,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1654,Freq::F4,1795,2229
晋,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1655,Freq::F4,1535,1386
穂,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1656,Freq::F4,1130,1489
壮,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1657,Freq::F4,1727,2038
堤,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1658,Freq::F4,1577,1566
飢,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1659,Freq::F4,2053,2175
傍,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1660,Freq::F4,1615,1467
疫,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1661,Freq::F4,1724,1192
累,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1662,Freq::F4,1810,1605
痴,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1663,Freq::F4,1895,1564
搬,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1664,Freq::F4,1655,935
畳,WaniKani::L47,JLPT::N2,JoyoGrade::XX,1665,Freq::F4,1956,2285
晃,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1666,Freq::F4,1549,1705
癒,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1667,Freq::F4,1902,1964
桐,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1668,Freq::F4,1500,1617
寸,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1669,Freq::F4,1704,1921
郭,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1670,Freq::F4,1736,2079
机,WaniKani::L32,JLPT::N2,JoyoGrade::XX,1671,Freq::F4,2295,1911
尿,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1672,Freq::F4,1809,1503
凶,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1673,Freq::F4,1766,1660
吐,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1674,Freq::F4,1723,1592
宴,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1675,Freq::F4,1891,2050
鷹,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1676,Freq::F4,1449,1779
賓,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1677,Freq::F4,2266,2193
虜,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1678,Freq::F4,1710,2205
膚,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1679,Freq::F4,1860,1861
陶,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1680,Freq::F4,1634,2400
鐘,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1681,Freq::F4,1705,1772
憾,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1682,Freq::F4,2589,1416
畿,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1683,Freq::F4,1523,1123
猪,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1684,Freq::F4,1651,1855
紘,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1685,Freq::F4,2090,1929
磁,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1686,Freq::F4,1417,2269
弥,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1687,Freq::F4,1140,1570
昆,WaniKani::L19,JLPT::N1,JoyoGrade::XX,1688,Freq::F4,1681,2051
粗,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1689,Freq::F4,2048,2247
訂,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1690,Freq::F4,1491,1317
芽,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1691,Freq::F4,1658,1999
尻,WaniKani::L20,JLPT::XX,JoyoGrade::XX,1692,Freq::F4,1415,1436
庄,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1693,Freq::F4,1269,1460
傘,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1694,Freq::F4,1458,1303
敦,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1695,Freq::F4,1548,1893
騎,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1696,Freq::F4,919,604
寧,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1697,Freq::F4,1646,2220
濯,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1698,Freq::F4,2229,2251
循,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1699,Freq::F4,1590,2373
忍,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1700,Freq::F4,1222,2002
磐,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1701,Freq::F4,1580,1410
猫,WaniKani::L15,JLPT::N3,JoyoGrade::XX,1702,Freq::F4,1279,1519
怠,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1703,Freq::F4,2248,1745
如,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1704,Freq::F4,1251,1684
寮,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1705,Freq::F4,1636,1920
祐,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1706,Freq::F4,1232,1326
鵬,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1707,Freq::F4,1996,1229
塔,WaniKani::L44,JLPT::N2,JoyoGrade::XX,1708,Freq::F4,1120,1614
沸,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1709,Freq::F4,2212,1751
鉛,WaniKani::L26,JLPT::N1,JoyoGrade::XX,1710,Freq::F4,1914,2078
珠,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1711,Freq::F4,1502,1543
凝,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1712,Freq::F4,2015,2058
苗,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1713,Freq::F4,1611,2296
獣,WaniKani::L26,JLPT::N1,JoyoGrade::XX,1714,Freq::F4,1067,2001
哀,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1715,Freq::F4,1857,1755
跳,WaniKani::L37,JLPT::N1,JoyoGrade::XX,1716,Freq::F4,1727,1722
灰,WaniKani::L33,JLPT::N2,JoyoGrade::XX,1717,Freq::F4,1583,1530
匠,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1718,Freq::F4,1533,1611
菓,WaniKani::L26,JLPT::N2,JoyoGrade::XX,1719,Freq::F4,1560,1324
垂,WaniKani::L33,JLPT::N1,JoyoGrade::XX,1720,Freq::F4,1586,1973
蛇,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1721,Freq::F4,1675,1811
澄,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1722,Freq::F4,1538,1478
縫,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1723,Freq::F4,2030,2144
僧,WaniKani::L18,JLPT::N1,JoyoGrade::XX,1724,Freq::F4,1425,2139
幾,WaniKani::L31,JLPT::N3,JoyoGrade::XX,1725,Freq::F4,1470,2044
眺,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1726,Freq::F4,2203,2515
唐,WaniKani::L50,JLPT::XX,JoyoGrade::XX,1727,Freq::F4,1312,1661
亘,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1728,Freq::F4,1970,1359
呉,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1729,Freq::F4,1459,1652
凡,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1730,Freq::F4,1537,1975
憩,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1731,Freq::F4,2020,2355
鄭,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1732,Freq::F4,2002,2023
芦,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1733,Freq::F4,1690,1743
龍,WaniKani::L55,JLPT::XX,JoyoGrade::XX,1734,Freq::F4,850,839
媛,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1735,Freq::F4,1512,1241
溝,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1736,Freq::F4,1550,1654
恭,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1737,Freq::F4,1565,1764
刈,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1738,Freq::F4,1744,1821
睡,WaniKani::L27,JLPT::N1,JoyoGrade::XX,1739,Freq::F4,2012,1774
錯,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1740,Freq::F4,1930,2214
伯,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1741,Freq::F4,984,1667
帽,WaniKani::L47,JLPT::N2,JoyoGrade::XX,1742,Freq::F4,1718,1850
笹,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1743,Freq::F4,1649,1582
穀,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1744,Freq::F4,1937,2204
柿,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1745,Freq::F4,1842,2238
陵,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1746,Freq::F4,1405,1523
霧,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1747,Freq::F4,1517,1553
魂,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1748,Freq::F4,1357,2015
枯,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1749,Freq::F4,1938,2126
弊,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1750,Freq::F4,2292,1882
釧,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1751,Freq::F4,2154,1726
妃,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1752,Freq::F4,1477,1586
舶,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1753,Freq::F4,1732,1776
餓,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1754,Freq::F4,2072,1868
腎,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1755,Freq::F4,2071,1514
窮,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1756,Freq::F4,1945,2405
掌,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1757,Freq::F4,1673,1239
麗,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1758,Freq::F4,1319,1777
綾,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1759,Freq::F4,1349,1306
臭,WaniKani::L20,JLPT::N1,JoyoGrade::XX,1760,Freq::F4,1858,1748
釜,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1761,Freq::F4,1591,1528
悦,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1762,Freq::F4,1832,2170
刃,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1763,Freq::F4,1684,1260
縛,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1764,Freq::F4,1793,2003
暦,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1765,Freq::F4,1141,1734
宜,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1766,Freq::F4,1708,1914
盲,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1767,Freq::F4,2030,2077
粋,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1768,Freq::F4,1707,2249
辱,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1769,Freq::F4,1911,1729
毅,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1770,Freq::F4,1798,1495
轄,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1771,Freq::F4,1224,1506
猿,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1772,Freq::F4,1544,1849
弦,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1773,Freq::F4,1372,2006
嶌,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1774,Freq::F4,2577,XXXX
稔,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1775,Freq::F4,1929,1770
窒,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1776,Freq::F4,2047,1631
炊,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1777,Freq::F4,2258,1982
洪,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1778,Freq::F4,1725,1477
摂,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1779,Freq::F4,1520,1619
飽,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1780,Freq::F4,2128,XXXX
函,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1781,Freq::F4,1514,1310
冗,WaniKani::L16,JLPT::N1,JoyoGrade::XX,1782,Freq::F4,2271,2293
涼,WaniKani::L25,JLPT::N2,JoyoGrade::XX,1783,Freq::F4,1446,2510
桃,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1784,Freq::F4,1238,2153
狩,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1785,Freq::F4,1380,2206
舟,WaniKani::L45,JLPT::N2,JoyoGrade::XX,1786,Freq::F4,1582,1721
貝,WaniKani::L04,JLPT::N2,JoyoGrade::XX,1787,Freq::F4,1553,1932
朱,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1788,Freq::F4,1457,2265
渦,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1789,Freq::F4,2131,1791
紳,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1790,Freq::F4,1950,1802
枢,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1791,Freq::F4,1761,1925
碑,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1792,Freq::F4,1429,1891
鍛,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1793,Freq::F4,1818,2262
刀,WaniKani::L02,JLPT::N1,JoyoGrade::XX,1794,Freq::F4,1093,1414
鼓,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1795,Freq::F4,1706,2312
裸,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1796,Freq::F4,1752,1594
鴨,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1797,Freq::F4,1784,1976
符,WaniKani::L30,JLPT::N2,JoyoGrade::XX,1798,Freq::F4,1606,1509
猶,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1799,Freq::F4,2219,1418
塊,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1800,Freq::F4,2040,2112
旋,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1801,Freq::F4,1511,1150
弓,WaniKani::L18,JLPT::N1,JoyoGrade::XX,1802,Freq::F4,1467,1786
幣,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1803,Freq::F4,1669,1567
膜,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1804,Freq::F4,1561,1588
扇,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1805,Freq::F4,1722,1585
脇,WaniKani::L48,JLPT::XX,JoyoGrade::XX,1806,Freq::F4,1323,1308
腸,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1807,Freq::F4,1801,1432
憎,WaniKani::L47,JLPT::N2,JoyoGrade::XX,1808,Freq::F4,1878,2459
槽,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1809,Freq::F4,2044,2207
鍋,WaniKani::L35,JLPT::XX,JoyoGrade::XX,1810,Freq::F4,1759,1806
慈,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1811,Freq::F4,1597,1552
皿,WaniKani::L04,JLPT::N2,JoyoGrade::XX,1812,Freq::F4,2094,1960
肯,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1813,Freq::F4,2153,2308
樋,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1814,Freq::F4,1819,1901
楊,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1815,Freq::F4,1846,2845
伐,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1816,Freq::F4,1620,1629
駿,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1817,Freq::F4,1554,1440
漬,WaniKani::L36,JLPT::N1,JoyoGrade::XX,1818,Freq::F4,2017,2037
燥,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1819,Freq::F4,1877,2004
糾,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1820,Freq::F4,2311,2149
亮,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1821,Freq::F4,1404,1512
墳,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1822,Freq::F4,1298,2106
坪,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1823,Freq::F4,1642,1880
畜,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1824,Freq::F4,1771,1622
紺,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1825,Freq::F4,1958,2741
慌,WaniKani::L49,JLPT::XX,JoyoGrade::XX,1826,Freq::F4,2110,2330
娯,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1827,Freq::F4,2201,2383
吾,WaniKani::L46,JLPT::XX,JoyoGrade::XX,1828,Freq::F4,1211,1474
椿,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1829,Freq::F4,1912,XXXX
舌,WaniKani::L19,JLPT::N1,JoyoGrade::XX,1830,Freq::F4,1775,2088
羅,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1831,Freq::F4,1162,1696
坊,WaniKani::L22,JLPT::XX,JoyoGrade::XX,1832,Freq::F4,1301,1642
峡,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1833,Freq::F4,1605,1353
俸,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1834,Freq::F4,2129,1633
厘,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1835,Freq::F4,2576,1948
峰,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1836,Freq::F4,1284,1402
圭,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1837,Freq::F4,1498,1449
醸,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1838,Freq::F4,1894,1694
蓮,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1839,Freq::F4,1342,1959
弔,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1840,Freq::F4,2312,1896
乙,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1841,Freq::F4,1375,2019
倶,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1842,Freq::F4,1625,1942
汁,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1843,Freq::F4,1906,2005
尼,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1844,Freq::F4,1641,1648
遍,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1845,Freq::F4,1968,XXXX
堺,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1846,Freq::F4,1685,1952
衡,WaniKani::L57,JLPT::N1,JoyoGrade::XX,1847,Freq::F4,1867,2091
呆,WaniKani::L54,JLPT::XX,JoyoGrade::XX,1848,Freq::F4,2296,2163
薫,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1849,Freq::F4,1633,1602
瓦,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1850,Freq::F4,1678,1943
猟,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1851,Freq::F4,1773,2115
羊,WaniKani::L06,JLPT::N1,JoyoGrade::XX,1852,Freq::F4,1730,XXXX
窪,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1853,Freq::F4,1731,1996
